show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3416,Movie,Title_3416,Director_118,Actor_830,United States,"April 30, 2009",2003,TV-MA,179 min,Comedies,Description for Title_3416
s3417,Movie,Title_3417,Director_212,,United Kingdom,"March 12, 2019",1979,TV-MA,107 min,Sci-Fi & Fantasy,Description for Title_3417
s3418,Movie,Title_3418,Director_362,"Actor_973, Actor_817",Australia,"October 17, 2020",2012,TV-PG,121 min,"Reality TV, Stand-Up Comedy, Horror Movies",Description for Title_3418
s3419,Movie,Title_3419,Director_119,"Actor_618, Actor_977, Actor_233, Actor_350",United Kingdom,"December 03, 2008",1964,TV-Y7,177 min,Anime Series,Description for Title_3419
s3420,Movie,Title_3420,Director_418,Actor_786,United States,"May 10, 2010",1961,TV-Y7,98 min,International Movies,Description for Title_3420
s3421,TV Show,Title_3421,,Actor_359,United States,"June 26, 2013",1997,TV-MA,8 Seasons,"Stand-Up Comedy, Thrillers",Description for Title_3421
s3422,Movie,Title_3422,Director_21,"Actor_459, Actor_26, Actor_506, Actor_976, Actor_194",Canada,"January 11, 2012",1994,TV-MA,127 min,"Dramas, Crime TV Shows",Description for Title_3422
s3423,TV Show,Title_3423,Director_163,Actor_156,United States,"August 04, 2013",1943,TV-PG,6 Seasons,Docuseries,Description for Title_3423
s3424,Movie,Title_3424,Director_76,"Actor_852, Actor_894, Actor_980",France,"May 21, 2017",1962,PG,164 min,Sci-Fi & Fantasy,Description for Title_3424
s3425,TV Show,Title_3425,,"Actor_858, Actor_805, Actor_535, Actor_194, Actor_190",Nigeria,"July 17, 2016",2017,G,8 Seasons,Crime TV Shows,Description for Title_3425
s3426,Movie,Title_3426,,"Actor_111, Actor_366, Actor_612, Actor_271, Actor_610",United States,"February 28, 2012",1983,TV-Y,119 min,"Reality TV, Sci-Fi & Fantasy",Description for Title_3426
s3427,Movie,Title_3427,,Actor_541,United States,"December 02, 2009",1998,R,103 min,"Action & Adventure, Sci-Fi & Fantasy, Reality TV",Description for Title_3427
s3428,Movie,Title_3428,,"Actor_416, Actor_825, Actor_386",United Kingdom,"January 06, 2020",1990,TV-MA,171 min,"Docuseries, Action & Adventure",Description for Title_3428
s3429,TV Show,Title_3429,Director_175,"Actor_686, Actor_679, Actor_592",Egypt,"January 18, 2019",1951,TV-MA,1 Seasons,Docuseries,Description for Title_3429
s3430,Movie,Title_3430,,"Actor_999, Actor_216, Actor_759, Actor_777, Actor_896",Australia,"April 02, 2018",2013,TV-MA,95 min,"Docuseries, Horror Movies",Description for Title_3430
s3431,Movie,Title_3431,Director_6,,Taiwan,"March 19, 2011",2002,TV-PG,169 min,"Documentaries, Romantic Movies",Description for Title_3431
s3432,TV Show,Title_3432,,"Actor_561, Actor_522",United States,"May 24, 2012",1962,TV-MA,2 Seasons,"Comedies, Action & Adventure, Anime Series",Description for Title_3432
s3433,TV Show,Title_3433,Director_222,"Actor_525, Actor_386, Actor_536, Actor_578",Philippines,"February 22, 2013",2001,PG-13,3 Seasons,"International Movies, Action & Adventure",Description for Title_3433
s3434,Movie,Title_3434,,,United States,"April 16, 2017",1954,R,71 min,"Romantic Movies, Crime TV Shows",Description for Title_3434
s3435,TV Show,Title_3435,Director_388,"Actor_682, Actor_235, Actor_806",United States,"October 25, 2013",1989,TV-MA,3 Seasons,"Children & Family Movies, Stand-Up Comedy, Thrillers",Description for Title_3435
s3436,Movie,Title_3436,Director_409,"Actor_888, Actor_398",Brazil,"August 31, 2021",1981,TV-Y7,70 min,Anime Series,Description for Title_3436
s3437,Movie,Title_3437,,Actor_17,Thailand,"September 16, 2020",2004,TV-PG,112 min,"Crime TV Shows, Action & Adventure",Description for Title_3437
s3438,Movie,Title_3438,,"Actor_670, Actor_169, Actor_220",United States,"December 17, 2011",2017,TV-Y7,79 min,Docuseries,Description for Title_3438
s3439,TV Show,Title_3439,Director_24,,United States,"January 19, 2017",1950,TV-Y7,9 Seasons,Romantic Movies,Description for Title_3439
s3440,TV Show,Title_3440,Director_409,Actor_215,United States,"April 24, 2017",1998,TV-MA,7 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Documentaries",Description for Title_3440
s3441,Movie,Title_3441,Director_476,"Actor_62, Actor_249, Actor_266",United States,"May 11, 2018",1992,TV-14,133 min,"Stand-Up Comedy, Documentaries, Children & Family Movies",Description for Title_3441
s3442,Movie,Title_3442,,"Actor_875, Actor_234, Actor_683, Actor_904",United States,"June 30, 2014",1981,TV-MA,68 min,Children & Family Movies,Description for Title_3442
s3443,Movie,Title_3443,Director_378,Actor_371,Nigeria,"May 30, 2008",2017,PG-13,148 min,"Stand-Up Comedy, Comedies, Dramas",Description for Title_3443
s3444,TV Show,Title_3444,Director_217,Actor_701,Japan,"July 17, 2012",2014,TV-PG,8 Seasons,Documentaries,Description for Title_3444
s3445,TV Show,Title_3445,,Actor_542,Australia,"May 28, 2010",2005,TV-Y7,6 Seasons,"Comedies, Stand-Up Comedy, Documentaries",Description for Title_3445
s3446,Movie,Title_3446,Director_404,Actor_796,Australia,"May 08, 2014",2011,TV-MA,146 min,"Documentaries, Crime TV Shows, Horror Movies",Description for Title_3446
s3447,TV Show,Title_3447,,Actor_742,United Kingdom,"November 23, 2015",2005,R,9 Seasons,"Horror Movies, Romantic Movies, Crime TV Shows",Description for Title_3447
s3448,TV Show,Title_3448,Director_257,"Actor_989, Actor_931, Actor_235, Actor_458, Actor_328",Australia,"December 09, 2018",1966,NR,2 Seasons,"Anime Series, Crime TV Shows",Description for Title_3448
s3449,Movie,Title_3449,Director_361,,Canada,"August 12, 2014",1969,R,66 min,"Horror Movies, Thrillers",Description for Title_3449
s3450,Movie,Title_3450,Director_388,"Actor_941, Actor_503, Actor_565, Actor_861, Actor_122",United States,"February 24, 2012",1951,TV-MA,64 min,Romantic Movies,Description for Title_3450
s3451,Movie,Title_3451,Director_145,,Canada,"April 10, 2017",1969,TV-PG,80 min,"Stand-Up Comedy, Horror Movies, Thrillers",Description for Title_3451
s3452,Movie,Title_3452,Director_317,Actor_968,United Kingdom,"August 12, 2009",1977,TV-MA,65 min,"Anime Series, Sci-Fi & Fantasy, Action & Adventure",Description for Title_3452
s3453,Movie,Title_3453,Director_439,Actor_105,Germany,"August 10, 2009",1952,TV-MA,104 min,"Thrillers, Documentaries, Horror Movies",Description for Title_3453
s3454,Movie,Title_3454,Director_279,"Actor_449, Actor_316, Actor_14, Actor_312",Nigeria,"March 04, 2015",1962,TV-14,179 min,"Anime Series, Dramas",Description for Title_3454
s3455,TV Show,Title_3455,,"Actor_72, Actor_54, Actor_211, Actor_199, Actor_101",India,"April 10, 2011",1967,TV-MA,2 Seasons,Crime TV Shows,Description for Title_3455
s3456,Movie,Title_3456,,Actor_827,Mexico,"December 02, 2019",1959,PG-13,165 min,"Children & Family Movies, Action & Adventure, Docuseries",Description for Title_3456
s3457,Movie,Title_3457,Director_289,,United States,"May 15, 2014",2009,TV-14,146 min,Sci-Fi & Fantasy,Description for Title_3457
s3458,TV Show,Title_3458,Director_16,,Australia,"February 18, 2015",1982,PG-13,3 Season,Dramas,Description for Title_3458
s3459,TV Show,Title_3459,Director_139,,India,"December 13, 2014",1956,TV-MA,6 Seasons,"Dramas, Action & Adventure",Description for Title_3459
s3460,Movie,Title_3460,Director_387,"Actor_663, Actor_169, Actor_169, Actor_100, Actor_536",United States,"July 19, 2009",1964,TV-MA,139 min,Dramas,Description for Title_3460
s3461,Movie,Title_3461,Director_496,Actor_469,India,"October 22, 2012",1982,TV-MA,148 min,"Children & Family Movies, Anime Series, Reality TV",Description for Title_3461
s3462,Movie,Title_3462,Director_404,"Actor_862, Actor_521, Actor_384, Actor_357",France,"February 27, 2019",1947,TV-MA,172 min,International Movies,Description for Title_3462
s3463,Movie,Title_3463,Director_415,"Actor_820, Actor_344",United States,"September 22, 2011",2012,TV-14,75 min,"Anime Series, Comedies",Description for Title_3463
s3464,Movie,Title_3464,Director_299,,Thailand,"January 12, 2015",2001,TV-PG,148 min,"Comedies, Action & Adventure, Anime Series",Description for Title_3464
s3465,Movie,Title_3465,Director_464,,United States,"July 01, 2014",2020,NR,165 min,"Comedies, Crime TV Shows, Children & Family Movies",Description for Title_3465
s3466,TV Show,Title_3466,Director_302,"Actor_871, Actor_122",Argentina,"April 10, 2011",1993,TV-14,7 Seasons,"Reality TV, Thrillers",Description for Title_3466
s3467,Movie,Title_3467,,,South Korea,"November 01, 2013",1950,TV-MA,62 min,"Sci-Fi & Fantasy, Horror Movies, Anime Series",Description for Title_3467
s3468,Movie,Title_3468,,Actor_983,United States,"November 28, 2015",1971,TV-MA,128 min,"Children & Family Movies, Anime Series",Description for Title_3468
s3469,TV Show,Title_3469,Director_261,Actor_187,India,"April 16, 2012",1985,TV-Y,3 Seasons,"Romantic Movies, International Movies",Description for Title_3469
s3470,Movie,Title_3470,Director_312,"Actor_471, Actor_721, Actor_656",Mexico,"May 03, 2017",2003,R,173 min,"Thrillers, Comedies",Description for Title_3470
s3471,Movie,Title_3471,Director_137,"Actor_722, Actor_253, Actor_34",France,"June 25, 2014",1984,PG-13,145 min,"Reality TV, Romantic Movies, Thrillers",Description for Title_3471
s3472,TV Show,Title_3472,Director_358,,Japan,"February 25, 2017",1969,TV-MA,2 Seasons,Action & Adventure,Description for Title_3472
s3473,Movie,Title_3473,Director_491,"Actor_618, Actor_580, Actor_745",India,"June 24, 2016",1949,TV-MA,65 min,"Horror Movies, Thrillers, Crime TV Shows",Description for Title_3473
s3474,TV Show,Title_3474,Director_155,,United Kingdom,"June 14, 2011",1992,TV-MA,5 Seasons,"Stand-Up Comedy, Horror Movies",Description for Title_3474
s3475,TV Show,Title_3475,,,Nigeria,"August 26, 2011",1971,PG,6 Seasons,"Reality TV, Children & Family Movies",Description for Title_3475
s3476,TV Show,Title_3476,Director_106,"Actor_795, Actor_818, Actor_438",United States,"November 07, 2019",1952,TV-MA,6 Seasons,Dramas,Description for Title_3476
s3477,TV Show,Title_3477,Director_289,"Actor_991, Actor_268, Actor_351, Actor_99, Actor_145",India,"September 18, 2020",1961,R,7 Season,"Reality TV, Sci-Fi & Fantasy, Children & Family Movies",Description for Title_3477
s3478,Movie,Title_3478,Director_102,Actor_426,United States,"February 18, 2017",1972,TV-PG,117 min,Crime TV Shows,Description for Title_3478
s3479,Movie,Title_3479,Director_73,Actor_146,Mexico,"June 11, 2016",1975,TV-PG,100 min,"Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_3479
s3480,Movie,Title_3480,Director_276,,Mexico,"April 10, 2017",1953,TV-MA,81 min,Documentaries,Description for Title_3480
s3481,Movie,Title_3481,Director_453,"Actor_928, Actor_938, Actor_78, Actor_762, Actor_150",United States,"November 26, 2020",1989,R,139 min,"Sci-Fi & Fantasy, Anime Series, Dramas",Description for Title_3481
s3482,Movie,Title_3482,Director_89,"Actor_265, Actor_233, Actor_756, Actor_119",United States,"August 28, 2014",1969,TV-MA,101 min,"International Movies, Children & Family Movies",Description for Title_3482
s3483,Movie,Title_3483,Director_270,,United States,"October 13, 2010",2008,UR,138 min,"International Movies, Sci-Fi & Fantasy, Children & Family Movies",Description for Title_3483
s3484,TV Show,Title_3484,Director_433,Actor_896,India,"October 03, 2009",2004,TV-MA,8 Seasons,"Sci-Fi & Fantasy, Comedies, Action & Adventure",Description for Title_3484
s3485,Movie,Title_3485,,"Actor_611, Actor_519, Actor_303, Actor_422, Actor_492",India,"February 14, 2019",1989,TV-MA,62 min,Stand-Up Comedy,Description for Title_3485
s3486,Movie,Title_3486,Director_113,"Actor_310, Actor_251",Nigeria,"November 11, 2008",1983,TV-14,136 min,"Horror Movies, Documentaries, Anime Series",Description for Title_3486
s3487,Movie,Title_3487,Director_273,"Actor_314, Actor_139",India,"April 22, 2014",1993,PG,89 min,Reality TV,Description for Title_3487
s3488,Movie,Title_3488,Director_243,"Actor_777, Actor_650, Actor_113, Actor_189",United States,"March 16, 2009",1946,TV-MA,87 min,"Romantic Movies, Docuseries, Documentaries",Description for Title_3488
s3489,Movie,Title_3489,,Actor_967,Taiwan,"February 12, 2011",2018,TV-14,132 min,Comedies,Description for Title_3489
s3490,Movie,Title_3490,Director_294,Actor_233,United Kingdom,"July 03, 2010",1953,TV-MA,135 min,"Stand-Up Comedy, Horror Movies, Dramas",Description for Title_3490
s3491,Movie,Title_3491,,Actor_589,Canada,"April 22, 2014",2000,TV-MA,84 min,Thrillers,Description for Title_3491
s3492,Movie,Title_3492,Director_457,"Actor_951, Actor_58, Actor_557, Actor_143",United States,"May 05, 2019",2006,TV-PG,96 min,"Reality TV, Sci-Fi & Fantasy",Description for Title_3492
s3493,TV Show,Title_3493,Director_369,Actor_321,India,"May 14, 2017",1993,TV-MA,5 Seasons,"Anime Series, Reality TV, Stand-Up Comedy",Description for Title_3493
s3494,TV Show,Title_3494,Director_275,"Actor_673, Actor_430, Actor_999, Actor_525, Actor_682",Argentina,"September 09, 2013",1984,R,7 Seasons,Romantic Movies,Description for Title_3494
s3495,Movie,Title_3495,Director_109,,Canada,"May 13, 2019",2004,PG-13,142 min,"Sci-Fi & Fantasy, Reality TV, Children & Family Movies",Description for Title_3495
s3496,Movie,Title_3496,Director_4,,United States,"January 09, 2014",1991,PG,131 min,Stand-Up Comedy,Description for Title_3496
s3497,TV Show,Title_3497,Director_130,"Actor_259, Actor_820",France,"June 17, 2020",1980,TV-MA,6 Seasons,"Crime TV Shows, Reality TV",Description for Title_3497
s3498,TV Show,Title_3498,,"Actor_751, Actor_14, Actor_553",Thailand,"February 05, 2008",1983,TV-14,6 Season,"Children & Family Movies, Sci-Fi & Fantasy",Description for Title_3498
s3499,Movie,Title_3499,Director_343,"Actor_243, Actor_581, Actor_684, Actor_655",United States,"March 28, 2010",2021,TV-G,97 min,"Comedies, Anime Series",Description for Title_3499
s3500,TV Show,Title_3500,Director_120,"Actor_836, Actor_16, Actor_791",United Kingdom,"April 30, 2013",1958,PG-13,7 Seasons,"Romantic Movies, Dramas",Description for Title_3500
s3501,Movie,Title_3501,,Actor_293,Egypt,"October 31, 2018",1984,TV-MA,122 min,"Documentaries, Sci-Fi & Fantasy, Reality TV",Description for Title_3501
s3502,TV Show,Title_3502,Director_279,"Actor_870, Actor_251, Actor_298",United States,"November 30, 2019",1990,TV-PG,4 Seasons,"Children & Family Movies, Crime TV Shows, Dramas",Description for Title_3502
s3503,TV Show,Title_3503,,,Spain,"February 03, 2014",1946,TV-Y7,5 Season,"Sci-Fi & Fantasy, Docuseries",Description for Title_3503
s3504,Movie,Title_3504,Director_182,,France,"February 07, 2017",1942,TV-14,177 min,Docuseries,Description for Title_3504
s3505,TV Show,Title_3505,,,Japan,"May 22, 2009",2008,PG,2 Seasons,"Reality TV, International Movies, Dramas",Description for Title_3505
s3506,Movie,Title_3506,,,India,"April 03, 2018",1965,TV-14,89 min,"Thrillers, Stand-Up Comedy",Description for Title_3506
s3507,TV Show,Title_3507,,"Actor_443, Actor_310, Actor_55",United States,"April 09, 2019",1970,TV-MA,6 Seasons,"Thrillers, Docuseries",Description for Title_3507
s3508,Movie,Title_3508,Director_140,,South Korea,"August 13, 2018",1956,TV-MA,87 min,"Reality TV, International Movies, Thrillers",Description for Title_3508
s3509,TV Show,Title_3509,Director_269,,United States,"March 07, 2021",1945,TV-MA,7 Season,"Crime TV Shows, Anime Series, Horror Movies",Description for Title_3509
s3510,Movie,Title_3510,,"Actor_384, Actor_659",India,"April 04, 2009",1985,TV-MA,91 min,"Reality TV, Crime TV Shows, Comedies",Description for Title_3510
s3511,Movie,Title_3511,Director_403,,United States,"November 06, 2011",2006,TV-Y,113 min,Anime Series,Description for Title_3511
s3512,Movie,Title_3512,Director_221,Actor_299,United States,"March 19, 2019",2020,R,84 min,"Thrillers, Comedies",Description for Title_3512
s3513,TV Show,Title_3513,Director_313,"Actor_136, Actor_330, Actor_489",Nigeria,"July 29, 2013",1972,PG-13,8 Seasons,International Movies,Description for Title_3513
s3514,TV Show,Title_3514,Director_225,"Actor_340, Actor_13",India,"May 01, 2015",1961,R,6 Seasons,"Children & Family Movies, International Movies, Dramas",Description for Title_3514
s3515,TV Show,Title_3515,,"Actor_495, Actor_268, Actor_507, Actor_610",Egypt,"October 10, 2012",1951,TV-14,1 Seasons,"Action & Adventure, Comedies, Horror Movies",Description for Title_3515
s3516,TV Show,Title_3516,Director_302,Actor_643,United States,"March 02, 2016",1952,TV-MA,5 Seasons,"Thrillers, International Movies",Description for Title_3516
s3517,Movie,Title_3517,Director_405,"Actor_83, Actor_968",Canada,"June 16, 2014",1969,TV-Y7,140 min,"Docuseries, Action & Adventure",Description for Title_3517
s3518,Movie,Title_3518,Director_387,"Actor_76, Actor_604, Actor_88, Actor_715",United States,"May 16, 2011",1979,TV-PG,88 min,Stand-Up Comedy,Description for Title_3518
s3519,Movie,Title_3519,Director_125,"Actor_172, Actor_698",Australia,"March 23, 2011",2021,TV-14,134 min,International Movies,Description for Title_3519
s3520,Movie,Title_3520,Director_194,"Actor_144, Actor_110",Australia,"January 31, 2010",1965,UR,145 min,Horror Movies,Description for Title_3520
s3521,Movie,Title_3521,Director_8,"Actor_340, Actor_304",United States,"January 30, 2021",1980,TV-14,90 min,Action & Adventure,Description for Title_3521
s3522,Movie,Title_3522,Director_155,"Actor_210, Actor_575, Actor_566",Thailand,"June 12, 2014",1992,PG,162 min,"Crime TV Shows, Comedies",Description for Title_3522
s3523,Movie,Title_3523,Director_205,"Actor_759, Actor_853, Actor_584, Actor_126",United States,"November 27, 2020",2017,TV-Y,124 min,Stand-Up Comedy,Description for Title_3523
s3524,Movie,Title_3524,,"Actor_554, Actor_897",France,"March 15, 2018",1991,TV-MA,74 min,International Movies,Description for Title_3524
